,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Botnet,feature
1177276,2011/08/18 14:41:13.531943,0.000252,1,147.32.84.170,42521,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1177277,2011/08/18 14:41:13.533808,0.236092,2,147.32.84.170,44567,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1177401,2011/08/18 14:41:15.648438,1422.82959,2,147.32.84.170,32792,   ->,74.125.232.201,80,PA_PA,0.0,0.0,168,86734,71851,flow=From-Normal-V51-Stribrek,False,2.0
1177673,2011/08/18 14:41:19.881739,0.000339,1,147.32.84.170,35168,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1177674,2011/08/18 14:41:19.882602,0.000266,1,147.32.84.170,58848,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1177675,2011/08/18 14:41:19.883608,0.018302000000000002,2,147.32.84.170,45501,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1178074,2011/08/18 14:41:26.253447,0.000261,1,147.32.84.164,46628,  <->,147.32.80.9,53,CON,0.0,0.0,2,232,79,flow=From-Normal-V51-Grill,False,1.0
1178075,2011/08/18 14:41:26.254049,0.000482,1,147.32.84.164,33504,  <->,147.32.80.9,53,CON,0.0,0.0,2,574,79,flow=From-Normal-V51-Grill,False,1.0
1178076,2011/08/18 14:41:26.254826,180.63990800000002,2,147.32.84.164,40929,   ->,74.125.232.192,443,SPA_SPA,0.0,0.0,52,36502,34808,flow=From-Normal-V51-Grill,False,2.0
1178314,2011/08/18 14:41:29.883040,0.000502,1,147.32.84.170,56285,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1178315,2011/08/18 14:41:29.884091,0.000309,1,147.32.84.170,42125,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1178316,2011/08/18 14:41:29.885236,0.018246000000000002,2,147.32.84.170,43320,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1178905,2011/08/18 14:41:39.881729,0.00037400000000000004,1,147.32.84.170,36667,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1178906,2011/08/18 14:41:39.882633,0.000317,1,147.32.84.170,45549,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1178907,2011/08/18 14:41:39.883730,0.018266,2,147.32.84.170,43238,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1179142,2011/08/18 14:41:44.527349,0.000275,1,147.32.84.170,53861,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1179144,2011/08/18 14:41:44.528222,0.000426,1,147.32.84.170,33895,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1179145,2011/08/18 14:41:44.529742,0.270667,2,147.32.84.170,44571,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1179572,2011/08/18 14:41:49.881706,0.00035299999999999996,1,147.32.84.170,38681,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1179573,2011/08/18 14:41:49.882626,0.00021600000000000002,1,147.32.84.170,48271,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1179575,2011/08/18 14:41:49.883625,0.017774,2,147.32.84.170,43240,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1180311,2011/08/18 14:41:59.786912,0.00021899999999999998,1,147.32.84.170,37273,  <->,147.32.80.9,53,CON,0.0,0.0,2,218,74,flow=From-Normal-V51-Stribrek,False,1.0
1180312,2011/08/18 14:41:59.787552,0.000414,1,147.32.84.170,39080,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1180313,2011/08/18 14:41:59.788687,420.62325999999996,2,147.32.84.170,59339,   ->,209.85.148.105,443,SPA_SPA,0.0,0.0,29,7121,5160,flow=From-Normal-V51-Stribrek,False,2.0
1180325,2011/08/18 14:41:59.881876,0.00038700000000000003,1,147.32.84.170,47456,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1180328,2011/08/18 14:41:59.882983,0.00042199999999999996,1,147.32.84.170,52250,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1180329,2011/08/18 14:41:59.884200,0.019033,2,147.32.84.170,44309,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1181498,2011/08/18 14:42:09.881764,0.00046100000000000004,1,147.32.84.170,55936,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1181499,2011/08/18 14:42:09.882714,0.000328,1,147.32.84.170,60430,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1181500,2011/08/18 14:42:09.883827,0.01823,2,147.32.84.170,43326,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1182010,2011/08/18 14:42:15.532507,0.000301,1,147.32.84.170,55460,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1182011,2011/08/18 14:42:15.533239,0.00027400000000000005,1,147.32.84.170,35588,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1182012,2011/08/18 14:42:15.534650,0.306886,2,147.32.84.170,44576,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1182561,2011/08/18 14:42:19.881546,0.000375,1,147.32.84.170,43862,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1182562,2011/08/18 14:42:19.882484,0.00031600000000000004,1,147.32.84.170,59018,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1182563,2011/08/18 14:42:19.883510,0.018494999999999998,2,147.32.84.170,43245,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1183405,2011/08/18 14:42:29.882801,0.00041600000000000003,1,147.32.84.170,33432,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1183406,2011/08/18 14:42:29.883715,0.00032,1,147.32.84.170,48477,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1183407,2011/08/18 14:42:29.884759,0.017766,2,147.32.84.170,43246,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1183809,2011/08/18 14:42:34.415354,0.0,3,147.32.84.164,0x0303,   ->,94.73.239.250,0xd5c8,URP,0.0,,1,135,135,flow=From-Normal-V51-Grill,False,0.0
1184343,2011/08/18 14:42:39.883043,0.000364,1,147.32.84.170,54909,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1184344,2011/08/18 14:42:39.883932,0.000393,1,147.32.84.170,44494,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1184345,2011/08/18 14:42:39.885086,0.018325,2,147.32.84.170,44314,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1184729,2011/08/18 14:42:43.035423,0.000271,1,147.32.84.170,39994,  <->,147.32.80.9,53,CON,0.0,0.0,2,256,91,flow=From-Normal-V51-Stribrek,False,1.0
1184730,2011/08/18 14:42:43.036383,0.00040599999999999995,1,147.32.84.170,58035,  <->,147.32.80.9,53,CON,0.0,0.0,2,598,91,flow=From-Normal-V51-Stribrek,False,1.0
1184731,2011/08/18 14:42:43.037725,45.052509,2,147.32.84.170,36282,   ->,74.125.232.196,80,SPA_SPA,0.0,0.0,12,4075,2553,flow=From-Normal-V51-Stribrek,False,2.0
1184736,2011/08/18 14:42:43.073272,0.000241,1,147.32.84.170,42588,  <->,147.32.80.9,53,CON,0.0,0.0,2,263,89,flow=From-Normal-V51-Stribrek,False,1.0
1184737,2011/08/18 14:42:43.073921,0.00031,1,147.32.84.170,45739,  <->,147.32.80.9,53,CON,0.0,0.0,2,445,89,flow=From-Normal-V51-Stribrek,False,1.0
1184738,2011/08/18 14:42:43.074969,45.191589,2,147.32.84.170,34598,   ->,209.85.149.139,80,SPA_SPA,0.0,0.0,30,16066,9841,flow=From-Normal-V51-Stribrek,False,2.0
1185023,2011/08/18 14:42:46.528857,0.000268,1,147.32.84.170,57685,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1185024,2011/08/18 14:42:46.529516,0.00036899999999999997,1,147.32.84.170,49414,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1185025,2011/08/18 14:42:46.530695,0.284934,2,147.32.84.170,44582,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1185300,2011/08/18 14:42:49.882824,0.000294,1,147.32.84.170,56025,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1185301,2011/08/18 14:42:49.883688,0.000341,1,147.32.84.170,55122,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1185302,2011/08/18 14:42:49.884733,0.01849,2,147.32.84.170,46175,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1186044,2011/08/18 14:42:59.882939,0.000466,1,147.32.84.170,46596,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1186045,2011/08/18 14:42:59.883888,0.00046399999999999995,1,147.32.84.170,44399,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1186046,2011/08/18 14:42:59.885044,0.017894,2,147.32.84.170,46176,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1186628,2011/08/18 14:43:09.882841,0.000397,1,147.32.84.170,40795,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1186629,2011/08/18 14:43:09.883756,0.000454,1,147.32.84.170,35111,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1186630,2011/08/18 14:43:09.884919,0.018476,2,147.32.84.170,48615,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1186874,2011/08/18 14:43:13.598188,0.251259,2,147.32.84.170,44831,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,15,2044,875,flow=From-Normal-V51-Stribrek,False,1.0
1186888,2011/08/18 14:43:13.841789,0.272382,2,147.32.84.170,44832,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,1.0
1186890,2011/08/18 14:43:13.903943,0.373845,2,147.32.84.170,35237,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,15,2064,895,flow=From-Normal-V51-Stribrek,False,1.0
1186905,2011/08/18 14:43:14.105104,0.311776,2,147.32.84.170,44834,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,1.0
1186920,2011/08/18 14:43:14.269886,0.251657,2,147.32.84.170,35239,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
1186950,2011/08/18 14:43:14.513913,0.266552,2,147.32.84.170,35240,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
1187158,2011/08/18 14:43:17.528261,0.00031,1,147.32.84.170,50007,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1187159,2011/08/18 14:43:17.529098,0.000312,1,147.32.84.170,34805,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1187160,2011/08/18 14:43:17.531059,0.311633,2,147.32.84.170,41310,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1187301,2011/08/18 14:43:19.882753,0.000454,1,147.32.84.170,36333,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1187302,2011/08/18 14:43:19.883720,0.000271,1,147.32.84.170,50000,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1187303,2011/08/18 14:43:19.884809,0.018103,2,147.32.84.170,53650,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1188028,2011/08/18 14:43:29.882753,0.000312,1,147.32.84.170,40214,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1188029,2011/08/18 14:43:29.883545,0.000399,1,147.32.84.170,56969,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1188030,2011/08/18 14:43:29.884628,0.018185,2,147.32.84.170,53651,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1188930,2011/08/18 14:43:39.883057,0.000394,1,147.32.84.170,41726,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1188931,2011/08/18 14:43:39.883986,0.000341,1,147.32.84.170,37668,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1188932,2011/08/18 14:43:39.885088,0.01817,2,147.32.84.170,36249,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1191193,2011/08/18 14:43:48.534495,0.000279,1,147.32.84.170,42710,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1191194,2011/08/18 14:43:48.535440,0.000386,1,147.32.84.170,34422,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1191195,2011/08/18 14:43:48.537432,0.25735399999999997,2,147.32.84.170,41314,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1191558,2011/08/18 14:43:49.882940,0.000519,1,147.32.84.170,51616,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1191559,2011/08/18 14:43:49.884020,0.00034700000000000003,1,147.32.84.170,57032,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1191560,2011/08/18 14:43:49.885226,0.018207,2,147.32.84.170,36251,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1194093,2011/08/18 14:44:19.036180,0.0,1,147.32.80.9,53,   ->,147.32.85.76,49590,INT,0.0,,1,391,391,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194123,2011/08/18 14:44:19.144421,0.0,1,147.32.80.9,53,   ->,147.32.85.76,49270,INT,0.0,,1,226,226,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194130,2011/08/18 14:44:19.256431,0.0,1,147.32.80.9,53,   ->,147.32.86.147,58677,INT,0.0,,1,134,134,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194174,2011/08/18 14:44:19.454254,0.0,1,147.32.80.9,53,   ->,147.32.86.147,51178,INT,0.0,,1,143,143,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194471,2011/08/18 14:44:22.519636,0.0,1,147.32.80.9,53,   ->,147.32.86.147,36697,INT,0.0,,1,280,280,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194472,2011/08/18 14:44:22.519985,0.0,1,147.32.80.9,53,   ->,147.32.86.147,36697,INT,0.0,,1,268,268,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194521,2011/08/18 14:44:23.052003,0.0,1,147.32.80.9,53,   ->,147.32.85.76,61437,INT,0.0,,1,454,454,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1194643,2011/08/18 14:44:24.961776,0.0,1,147.32.80.9,53,   ->,147.32.84.59,58619,INT,0.0,,1,156,156,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195036,2011/08/18 14:44:29.894310,0.009426,2,147.32.84.170,53659,   ->,209.85.148.104,80,FA_FSA,0.0,0.0,5,338,198,flow=From-Normal-V51-Stribrek,False,1.0
1195177,2011/08/18 14:44:31.785608,0.0,1,147.32.80.9,53,   ->,147.32.84.59,50224,INT,0.0,,1,394,394,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195199,2011/08/18 14:44:31.935396,0.0,1,147.32.80.9,53,   ->,147.32.84.59,59815,INT,0.0,,1,247,247,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195200,2011/08/18 14:44:31.935747,0.0,1,147.32.80.9,53,   ->,147.32.84.59,38704,INT,0.0,,1,175,175,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195201,2011/08/18 14:44:31.940857,0.0,1,147.32.80.9,53,   ->,147.32.84.59,37624,INT,0.0,,1,145,145,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195212,2011/08/18 14:44:32.122852,0.0,1,147.32.80.9,53,   ->,147.32.84.59,55635,INT,0.0,,1,441,441,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195379,2011/08/18 14:44:34.317941,0.0,1,147.32.80.9,53,   ->,147.32.84.59,52760,INT,0.0,,1,155,155,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195618,2011/08/18 14:44:38.193468,0.0,1,147.32.80.9,53,   ->,147.32.86.168,33481,INT,0.0,,1,332,332,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195649,2011/08/18 14:44:38.814268,0.0,1,147.32.80.9,53,   ->,147.32.86.168,41378,INT,0.0,,1,349,349,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1195755,2011/08/18 14:44:39.883046,0.00046399999999999995,1,147.32.84.170,47315,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1195756,2011/08/18 14:44:39.884177,0.000437,1,147.32.84.170,57722,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1195757,2011/08/18 14:44:39.885400,0.018996000000000002,2,147.32.84.170,36257,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1195845,2011/08/18 14:44:40.977364,0.0,1,147.32.1.20,53,   ->,147.32.86.168,60984,INT,0.0,,1,75,75,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196137,2011/08/18 14:44:46.811806,0.0,1,147.32.80.9,53,   ->,147.32.86.147,43103,INT,0.0,,1,256,256,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196141,2011/08/18 14:44:46.933558,0.0,1,147.32.80.9,53,   ->,147.32.86.147,52881,INT,0.0,,1,244,244,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196142,2011/08/18 14:44:46.933569,0.0,1,147.32.80.9,53,   ->,147.32.86.147,52881,INT,0.0,,1,142,142,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196277,2011/08/18 14:44:50.570684,0.042579,2,147.32.84.170,41323,   ->,195.24.232.205,80,PA_SA,0.0,0.0,3,417,343,flow=From-Normal-V51-Stribrek,False,1.0
1196444,2011/08/18 14:44:59.743439,0.0,1,147.32.80.9,53,   ->,147.32.85.34,51101,INT,0.0,,1,127,127,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196466,2011/08/18 14:44:59.883092,0.000361,1,147.32.84.170,46987,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1196468,2011/08/18 14:44:59.884052,0.000368,1,147.32.84.170,52474,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1196469,2011/08/18 14:44:59.885230,0.018158,2,147.32.84.170,53663,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1196622,2011/08/18 14:45:02.434540,0.0,1,147.32.80.9,53,   ->,147.32.86.75,53631,INT,0.0,,1,499,499,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196634,2011/08/18 14:45:02.479566,0.0,1,147.32.80.9,53,   ->,147.32.86.75,56432,INT,0.0,,1,492,492,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196636,2011/08/18 14:45:02.480768,0.0,1,147.32.80.9,53,   ->,147.32.86.75,65182,INT,0.0,,1,531,531,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196844,2011/08/18 14:45:04.697755,0.0,1,147.32.80.9,53,   ->,147.32.86.75,65037,INT,0.0,,1,142,142,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196858,2011/08/18 14:45:04.735154,0.0,1,147.32.80.9,53,   ->,147.32.86.75,58251,INT,0.0,,1,238,238,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196915,2011/08/18 14:45:04.886711,0.0,1,147.32.80.9,53,   ->,147.32.86.75,62216,INT,0.0,,1,170,170,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196979,2011/08/18 14:45:05.384481,0.0,1,147.32.80.9,53,   ->,147.32.84.59,63905,INT,0.0,,1,169,169,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1196994,2011/08/18 14:45:05.566258,0.0,1,147.32.80.9,53,   ->,147.32.84.59,50922,INT,0.0,,1,303,303,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197063,2011/08/18 14:45:07.141581,0.0,1,147.32.80.9,53,   ->,147.32.86.75,56947,INT,0.0,,1,150,150,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197071,2011/08/18 14:45:07.159082,0.0,1,147.32.80.9,53,   ->,147.32.86.75,61459,INT,0.0,,1,169,169,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197078,2011/08/18 14:45:07.198522,0.0,1,147.32.80.9,53,   ->,147.32.86.75,62572,INT,0.0,,1,172,172,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197158,2011/08/18 14:45:09.032829,0.001483,2,147.32.87.36,80,   ?>,66.249.72.228,56162,PA_,0.0,,4,3455,3455,flow=From-Normal-V51-CVUT-WebServer,False,1.0
1197533,2011/08/18 14:45:18.499178,0.0,1,147.32.80.9,53,   ->,147.32.84.59,55363,INT,0.0,,1,170,170,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197535,2011/08/18 14:45:19.036087,0.0,1,147.32.80.9,53,   ->,147.32.84.59,52452,INT,0.0,,1,138,138,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197629,2011/08/18 14:45:20.845290,0.0,1,147.32.80.9,53,   ->,147.32.84.138,43288,INT,0.0,,1,133,133,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197814,2011/08/18 14:45:24.672549,0.0,1,147.32.80.9,53,   ->,147.32.84.59,51237,INT,0.0,,1,165,165,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197815,2011/08/18 14:45:24.676631,0.0,1,147.32.80.9,53,   ->,147.32.84.59,51237,INT,0.0,,1,197,197,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197824,2011/08/18 14:45:24.868715,0.0,1,147.32.80.9,53,   ->,147.32.84.59,58012,INT,0.0,,1,139,139,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197867,2011/08/18 14:45:27.031470,1148.172729,2,147.32.84.164,44806,   ->,64.12.68.227,443,PA_SPA,0.0,0.0,63,4899,2165,flow=From-Normal-V51-Grill,False,2.0
1197879,2011/08/18 14:45:28.956872,0.0,1,147.32.80.9,53,   ->,147.32.84.59,35316,INT,0.0,,1,248,248,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197892,2011/08/18 14:45:28.966432,0.0,1,147.32.80.9,53,   ->,147.32.84.59,41395,INT,0.0,,1,248,248,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197918,2011/08/18 14:45:29.219030,0.0,1,147.32.80.9,53,   ->,147.32.84.59,35316,INT,0.0,,1,76,76,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197923,2011/08/18 14:45:29.248914,0.0,1,147.32.80.9,53,   ->,147.32.84.59,33628,INT,0.0,,1,248,248,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197943,2011/08/18 14:45:29.471845,0.0,1,147.32.80.9,53,   ->,147.32.85.25,33083,INT,0.0,,1,141,141,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197953,2011/08/18 14:45:29.511614,0.0,1,147.32.80.9,53,   ->,147.32.84.59,33628,INT,0.0,,1,76,76,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197978,2011/08/18 14:45:29.691659,0.0,1,147.32.80.9,53,   ->,147.32.84.59,46941,INT,0.0,,1,248,248,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1197998,2011/08/18 14:45:30.210146,0.0,1,147.32.80.9,53,   ->,147.32.84.59,36574,INT,0.0,,1,248,248,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
1198006,2011/08/18 14:45:30.348872,0.0,1,147.32.80.9,53,   ->,147.32.84.59,53459,INT,0.0,,1,77,77,flow=From-Normal-V51-UDP-CVUT-DNS-Server,False,0.0
